trial,duration_wall,duration_sim,distance,final_x,final_y,mean_abs_y,max_abs_y,mean_confidence,min_confidence,mean_width,min_width,mean_safety_margin,min_safety_margin,centerline_loss_ratio,obstacle_ratio,mean_speed_cmd,end_reason
1,12.161551480996422,12.206000000000017,7.014301643230712e-05,7.965209207241126e-05,1.7742641472185242e-07,1.4745425890642928e-07,1.7742641472185242e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no_valid_centerline_at_start
2,12.160235313000157,12.206000000000017,7.014301716456488e-05,7.965209290626638e-05,1.7742710481113394e-07,1.4745501934262912e-07,1.7742710481113394e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no_valid_centerline_at_start
3,12.169040706001397,12.206000000000017,7.014301791281625e-05,7.965209374748063e-05,1.7742676259916543e-07,1.474834680421789e-07,1.7742676259916543e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no_valid_centerline_at_start
