world,controller,trial,duration_wall,duration_sim,distance,final_x,final_y,mean_abs_y,max_abs_y,mean_confidence,min_confidence,mean_width,min_width,mean_safety_margin,min_safety_margin,centerline_loss_ratio,obstacle_ratio,mean_speed_cmd,end_reason
towrow.world,pid,1,60.033677981002256,27.70999999999998,3.9940121227793246,4.018227907609038,0.12945181176488244,0.028719689849183754,0.12945181176488244,0.7058350228508535,0.5613337159156799,0.8342081394941447,0.7669320702552795,0.165476449957773,0.032042548060417175,0.0,0.0,0.3018525374747135,timeout
towrow.world,pid,2,59.96597188900341,27.879999999999995,4.026210736853515,4.044392196623539,0.1320808116824769,0.030528742976386077,0.1320808116824769,0.7058585150122422,0.5601937174797058,0.833077068563295,0.7674850225448608,0.16281072753922174,0.03173390030860901,0.0,0.0,0.3126181812611734,timeout
towrow.world,pid,3,60.03924520900182,28.25400000000002,4.125448328060596,4.145758767681788,0.13884157951055492,0.03171496754517541,0.13884157951055492,0.7052708473056555,0.5627171397209167,0.8334333302781862,0.7656322717666626,0.16427475293440855,0.03198245167732239,0.0,0.0,0.3206313285021597,timeout
towrow.world,pure_pursuit,1,59.97972647700226,29.954000000000008,6.326151712061639,6.380192891535239,0.11976348725396874,0.032353820881060806,0.11987260529661889,0.6874255120404312,0.5501919984817505,0.7902198933108678,0.6219064593315125,0.13217874639713134,-0.042101167142391205,0.0,0.0,0.5,timeout
towrow.world,pure_pursuit,2,59.95531722599844,29.613999999999976,6.245426837154984,6.306282912458607,0.12084362524186666,0.032277209989892044,0.12084362524186666,0.6884362610820609,0.5520838499069214,0.7919618329782595,0.624468982219696,0.13475112538513553,-0.041192054748535156,0.0,0.0,0.5,timeout
towrow.world,pure_pursuit,3,60.04192999799852,30.327999999999975,6.389515117291161,6.45749579804266,0.12008856515881904,0.03401719313124347,0.12120684522662324,0.684414526919719,0.5502932071685791,0.7889942969460852,0.6248184442520142,0.13026550988902746,-0.04212689399719238,0.00196078431372549,0.0058823529411764705,0.49901960784313726,timeout
corn_leaf_world.world,pid,1,59.94096842499857,34.44200000000001,4.890803183398738,4.917912310134001,0.03676850678582956,0.022697994720758112,0.04607497765555996,0.9128667200298954,0.8351828455924988,1.3591335156328872,1.2226961851119995,0.40337050541731756,0.24081262946128845,0.0,0.0,0.2867057404254533,timeout
corn_leaf_world.world,pid,2,59.94169064999733,34.441999999999894,4.886650296660456,4.934649055197162,0.03967896144445676,0.021677407089001094,0.03967896144445676,0.912978714087095,0.8325530290603638,1.3582140577741828,1.2594001293182373,0.4058032223427913,0.2940346300601959,0.0,0.0,0.2838801198465213,timeout
corn_leaf_world.world,pid,3,59.956266519002384,34.510000000000105,4.959342324340389,4.9988218236779085,0.040145161036131805,0.02122984988600148,0.040145161036131805,0.9138053420997756,0.8458604216575623,1.3589641820365344,1.2309061288833618,0.40461773788241695,0.30155351758003235,0.0,0.0,0.2845800319583223,timeout
corn_leaf_world.world,pure_pursuit,1,59.96973289200105,34.408000000000015,7.24722377063099,7.332830934634234,0.02018328380607222,0.004644500829445983,0.02018328380607222,0.9118888124556949,0.8354442119598389,1.3549447054891415,1.2525153160095215,0.4021596698234854,0.2851918637752533,0.0,0.015904572564612324,0.5,timeout
corn_leaf_world.world,pure_pursuit,2,59.96338979899883,34.577999999999975,7.283612962761098,7.36915404659934,0.02257720229298985,0.006152045120158575,0.02257720229298985,0.9117355114883847,0.8512644171714783,1.3543432634028176,1.2749830484390259,0.4008107776088374,0.2882019579410553,0.0,0.013888888888888888,0.5,timeout
corn_leaf_world.world,pure_pursuit,3,59.978257055998256,34.64599999999996,7.2906794882553605,7.383497227877188,0.02190994895868282,0.0056512230330614515,0.02190994895868282,0.9112064636179379,0.8160687685012817,1.3525829159078144,1.1950769424438477,0.4023319453237549,0.28471603989601135,0.0,0.015873015873015872,0.5,timeout
