trial,duration_s,diag_samples,cmd_samples,odom_samples,valid_ratio_pct,center_offset_mean_m,center_offset_rmse_m,center_offset_std_m,center_offset_p95_abs_m,row_yaw_mean_deg,row_yaw_std_deg,confidence_mean,confidence_low_ratio_pct,safety_margin_mean_m,safety_margin_low_ratio_pct,corridor_width_mean_m,hold_ratio_pct,path_points_mean,mean_cmd_linear_mps,zero_speed_ratio_pct,mean_cmd_angular_abs_rps,distance_m
trial_01,208.56328993900001,755,2203,2223,100.0,0.00023757813387359215,0.006753468468998276,0.006753762504671164,0.011870414018630981,-0.04459128193697261,0.7072137463372773,0.9293403777065656,0.0,0.22934236842275454,0.0,0.8743021035036503,0.0,20.501986754966886,0.24913324796946212,0.04539264639128461,0.5043923668656612,14.567254915791466
trial_02,208.665379069,777,2261,2286,100.0,0.0004890863537941814,0.005372678377751515,0.005353817074479044,0.00969231128692627,-0.06579421133381155,0.5535534904642203,0.9283959397631416,0.0,0.22853563325132029,0.0,0.8736973790741949,0.0,20.525096525096526,0.2510402997978969,0.0,0.48435750303165753,15.097996001471099
trial_03,213.12003603800002,786,2290,2315,100.0,0.0004138053980189122,0.006474742961928246,0.006465620432814993,0.012836039066314697,-0.0925052060494063,0.7429038832719496,0.9273504776354055,0.0,0.2283799532639768,0.0,0.8734869922845419,0.1272264631043257,20.49236641221374,0.24959267219839396,0.0,0.4958613711828952,15.228166148558481
trial_04,208.586377411,788,2297,2318,100.0,0.0007005666718265127,0.00714019424467681,0.007110255777183184,0.011890679597854614,-0.08540750124183392,0.8613522811026224,0.928564933426489,0.0,0.2297121430487197,0.0,0.8743686561808368,0.12690355329949238,20.522842639593907,0.2498295662953122,0.043535045711798,0.5144908255550092,14.985922647732147
trial_05,210.946585367,813,2368,2391,100.0,0.0004231860680187174,0.007289265797230322,0.007281450685218798,0.011740610003471375,-0.08209864924688873,0.8498690763587354,0.9193683053294671,0.0,0.23018559597221835,0.0,0.8720429167976239,0.0,20.51168511685117,0.248596255443259,0.1266891891891892,0.4978703056183449,15.904469016686582
