trial,valid,duration_s,messages,target_count,odom_count,centerline_count,distance_m,start_x_m,start_y_m,final_x_m,final_y_m,final_yaw_deg,cmd_v_mean,cmd_v_max,cmd_w_abs_mean,cmd_w_abs_max,confidence_mean,confidence_min,confidence_std,confidence_below_045_pct,confidence_below_025_pct,safety_mean_m,safety_min_m,safety_std_m,safety_below_010_pct,safety_below_005_pct,corridor_width_mean_m,corridor_width_std_m,projected_pts_mean,left_pts_mean,right_pts_mean,center_path_len_mean,center_path_nonempty_pct
trial_01,True,309.666621594,34413,2534,2879,979,16.26901580462433,2.2590085770633934e-05,1.3652902905881041e-07,16.263222391086558,0.008033032952877339,-5.420928342903031,0.2166618144754755,0.3783569069803942,0.44829879614623735,1.0,0.809332260742129,0.0,0.29343690135756295,11.235955056179776,11.235955056179776,0.20392240259693642,0.0,0.07660889184243252,11.235955056179776,11.235955056179776,0.7730714314682856,0.27557244339524245,796.799795709908,404.9754851889683,369.27914110429447,0.8876404494382022,88.76404494382022
trial_02,True,306.667935395,35124,2531,2939,1003,16.254045242595073,2.2391941757807232e-05,1.3635970598289322e-07,16.24788409588324,-0.0013817628206937425,-2.7706443328946495,0.21434940582975737,0.37855658695972705,0.4408464861541562,1.0,0.7934371634708682,0.0,0.31236482433467644,13.060817547357926,13.060817547357926,0.20048242236895195,0.0,0.08117853207656682,13.060817547357926,13.060817547357926,0.757309264105077,0.2940036222429621,781.3000997008974,396.72482552342973,363.790628115653,0.8693918245264207,86.93918245264207
trial_03,True,305.716428344,38791,2391,3288,1118,16.258586058053652,3.1704710664098336e-05,1.4431796878985843e-07,16.252609773831804,0.002086077675803013,-3.1040148966641934,0.18455116588643825,0.3778737983657442,0.35354259508721975,1.0,0.6748367181724214,0.0,0.4031524838847791,25.9391771019678,25.9391771019678,0.1702174391324277,0.0,0.1031377266775756,25.9391771019678,25.9391771019678,0.6453638572065903,0.38233450792130547,663.9212880143112,337.9150268336315,308.1583184257603,0.740608228980322,74.0608228980322
trial_04,True,307.408479241,40788,2541,3454,1174,16.259752298896835,2.457152591443931e-05,1.3822226391018564e-07,16.253667668501762,0.0031063946379623233,-3.6686868852204446,0.18229095143932272,0.3766978769287665,0.3726958785453951,1.0,0.6778414076800241,0.0,0.4026531838815532,25.809199318568997,25.809199318568997,0.17066389091274808,0.0,0.10309411761981323,25.809199318568997,25.809199318568997,0.6466350146209158,0.38176442476925937,667.2206132879046,339.0732538330494,309.9642248722317,0.74190800681431,74.190800681431
trial_05,True,306.300406274,37841,2551,3188,1084,16.279645197891842,2.5364101979822966e-05,1.3889955985825788e-07,16.273643937239918,0.004696948458267748,-5.72801473101552,0.1988434154423259,0.37951311425739953,0.4191073317894678,1.0,0.7378531478867759,0.0,0.36078358544644035,18.911439114391143,18.911439114391143,0.1870975751718472,0.0,0.0930191654850113,18.911439114391143,18.911439114391143,0.7067486947313006,0.34173309621429726,726.1725092250922,369.70664206642067,337.56826568265683,0.8108856088560885,81.08856088560886
