trial,time_s,valid,left_points,right_points,corridor_width_m,safety_margin_m,confidence,row_yaw_rad,center_offset_m,left_slope,left_intercept_m,right_slope,right_intercept_m,line_lost_count,path_points,row_yaw_deg
trial_02,97.877664607,1.0,486.0,313.0,0.8728834986686707,0.20108619332313538,0.9287018775939941,0.0044595059007406235,-0.005553826689720154,0.0,0.42738285660743713,0.0,-0.43849050998687744,0.0,21.0,0.25551086682612434
trial_02,98.147821195,1.0,389.0,485.0,0.8734644651412964,0.19073694944381714,0.9336764812469482,0.004980954807251692,-0.007489323616027832,0.0,0.42499470710754395,0.0,-0.4399733543395996,0.0,21.0,0.2853876884009204
trial_02,98.412512191,1.0,538.0,324.0,0.8675662279129028,0.17645522952079773,0.9289984703063965,0.0055384947918355465,-0.006924271583557129,0.0,0.4241991639137268,0.0,-0.43804770708084106,0.0,21.0,0.3173323764273642
trial_02,98.685339541,1.0,395.0,420.0,0.862237811088562,0.20369085669517517,0.9262890815734863,0.0009619875345379114,-0.006667152047157288,0.0,0.4228367805480957,0.0,-0.4361710846424103,0.0,21.0,0.05511782567321784
trial_02,98.94656501300001,1.0,512.0,326.0,0.8928406238555908,0.2614348232746124,0.9415258765220642,0.0032583451829850674,-0.006465092301368713,0.0,0.42288851737976074,0.0,-0.43581870198249817,0.0,21.0,0.1866894271818263
trial_02,99.207360855,1.0,414.0,423.0,0.8835201263427734,0.2551500201225281,0.9470213055610657,0.003908648621290922,-0.006038174033164978,0.0,0.4228193163871765,0.0,-0.43489566445350647,0.0,21.0,0.22394906959959787
trial_02,99.46728861700001,1.0,530.0,321.0,0.8658064603805542,0.21125605702400208,0.9411916136741638,0.004550209268927574,-0.0047204941511154175,0.0,0.42353588342666626,0.0,-0.4329768717288971,0.0,21.0,0.2607077870108578
trial_02,99.73569755300001,1.0,409.0,415.0,0.8785064220428467,0.2540654242038727,0.9394811987876892,-8.22592992335558e-05,-0.003721386194229126,0.0,0.4244646430015564,0.0,-0.43190741539001465,0.0,21.0,-0.004713110671786474
trial_02,100.000129591,1.0,524.0,362.0,0.8783408403396606,0.25450971722602844,0.9398019909858704,0.0016030850820243359,-0.003160253167152405,0.0,0.4256160259246826,0.0,-0.4319365322589874,0.0,20.0,0.09185000940037784
trial_02,100.264733749,1.0,412.0,428.0,0.8743202686309814,0.2545200288295746,0.9423614740371704,-0.0022916963789612055,-0.000946044921875,0.0,0.42970162630081177,0.0,-0.43159371614456177,0.0,21.0,-0.13130453043989038
trial_02,100.54736564000001,1.0,489.0,374.0,0.8898053765296936,0.25201937556266785,0.9362608790397644,-0.0003886802587658167,-0.0031693577766418457,0.0,0.4294479489326477,0.0,-0.4357866644859314,0.0,21.0,-0.022269738407334014
trial_02,100.805657749,1.0,424.0,490.0,0.8851625323295593,0.2536368668079376,0.9348286390304565,0.0009051533415913582,-0.003813520073890686,0.0,0.4295506179332733,0.0,-0.4371776580810547,0.0,21.0,0.05186146628534814
trial_02,101.07351218900001,1.0,526.0,326.0,0.8863322138786316,0.25151798129081726,0.9375252723693848,-0.0030643774662166834,-0.0026462525129318237,0.0,0.4298924505710602,0.0,-0.43518495559692383,0.0,20.0,-0.17557589564920897
trial_02,101.332830212,1.0,421.0,480.0,0.8686684966087341,0.20037001371383667,0.930023193359375,-0.0061932522803545,-0.0021367669105529785,0.0,0.43077322840690613,0.0,-0.4350467622280121,0.0,20.0,-0.35484721712408573
trial_02,101.63084623600001,1.0,510.0,368.0,0.8791148066520691,0.2438850700855255,0.9444467425346375,-0.00864463672041893,-0.0006067752838134766,0.0,0.43133115768432617,0.0,-0.4325447082519531,0.0,21.0,-0.49530119950381807
trial_02,101.913911708,1.0,438.0,448.0,0.8780723810195923,0.18973985314369202,0.9337314367294312,-0.010464398190379143,0.0011225342750549316,0.0,0.43220269680023193,0.0,-0.42995762825012207,0.0,20.0,-0.5995658514530611
trial_02,102.189259108,1.0,567.0,450.0,0.891167163848877,0.2556690573692322,0.9277797937393188,-0.007021373137831688,0.0009057223796844482,0.0,0.43157702684402466,0.0,-0.42976558208465576,0.0,21.0,-0.4022950471842834
trial_02,102.46199477,1.0,461.0,546.0,0.8809992671012878,0.2519233524799347,0.9378346800804138,-0.004151932895183563,-0.00017364323139190674,0.0,0.4299759268760681,0.0,-0.43032321333885193,0.0,21.0,-0.23788823171555099
trial_02,102.73496271600001,1.0,556.0,458.0,0.8655901551246643,0.19413688778877258,0.9321268200874329,-0.002389362081885338,-0.0018455833196640015,0.0,0.4281814396381378,0.0,-0.4318726062774658,0.0,21.0,-0.13690036302062167
trial_02,102.99824116,1.0,419.0,540.0,0.8780419230461121,0.20632922649383545,0.9329693913459778,-0.001427037175744772,-0.002350538969039917,0.0,0.42737019062042236,0.0,-0.4320712685585022,0.0,20.0,-0.08176320737844417
trial_02,103.26026394200001,1.0,506.0,414.0,0.8830424547195435,0.25678181648254395,0.9395754933357239,-0.005293558817356825,-0.002222210168838501,0.0,0.426002562046051,0.0,-0.430446982383728,0.0,19.0,-0.30329857883880945
trial_02,103.52519938,1.0,410.0,481.0,0.8794630169868469,0.23313173651695251,0.9315587878227234,-0.0038336245343089104,-0.0023026317358016968,0.0,0.42639070749282837,0.0,-0.43099597096443176,0.0,20.0,-0.21965050605370623
trial_02,103.78886074100001,1.0,504.0,387.0,0.8771809339523315,0.1998436152935028,0.9307942390441895,-0.0027285926043987274,-0.00286884605884552,0.0,0.4252905249595642,0.0,-0.43102821707725525,0.0,20.0,-0.15633684024265654
trial_02,104.051503542,1.0,380.0,492.0,0.871444582939148,0.2043597400188446,0.9219210743904114,-0.0016348152421414852,-0.005212455987930298,0.0,0.4227057099342346,0.0,-0.4331306219100952,0.0,20.0,-0.09366801365836483
