trial,valid,left_points,right_points,corridor_width_m,safety_margin_m,confidence,row_yaw_rad,center_offset_m,left_slope,left_intercept_m,right_slope,right_intercept_m,line_lost_count,path_points,row_yaw_deg
trial_01,1.0,524.0,453.0,0.8850132822990417,0.24730443954467773,0.9391034245491028,0.006381982006132603,0.0016931593418121338,0.0,0.4262983202934265,0.0,-0.42291200160980225,0.0,20.0,0.3656606338798324
trial_02,1.0,438.0,490.0,0.8546991944313049,0.19676867127418518,0.935398280620575,-0.0006903856992721558,0.0027206093072891235,0.0,0.4269810914993286,0.0,-0.42153987288475037,0.0,19.0,-0.0395561868044826
trial_03,1.0,451.0,583.0,0.8814539909362793,0.24834772944450378,0.9290046691894531,0.0011676652356982231,-0.007968991994857788,0.0,0.41512805223464966,0.0,-0.43106603622436523,0.0,21.0,0.0669022898896567
trial_04,1.0,333.0,428.0,0.8798621892929077,0.2417432963848114,0.9265523552894592,-0.016255319118499756,-0.005446255207061768,0.0,0.4282466769218445,0.0,-0.439139187335968,0.0,20.0,-0.9313611801283537
trial_05,1.0,443.0,507.0,0.8779685497283936,0.2519078552722931,0.9330536127090454,0.02024174854159355,-0.0013212859630584717,0.0,0.42164862155914307,0.0,-0.42429119348526,0.0,20.0,1.1597667613983997
