trial,duration_wall,duration_sim,distance,final_x,final_y,mean_abs_y,max_abs_y,mean_confidence,min_confidence,mean_width,min_width,mean_safety_margin,min_safety_margin,centerline_loss_ratio,obstacle_ratio,mean_speed_cmd,end_reason
1,59.97972647700226,29.954000000000008,6.326151712061639,6.380192891535239,0.11976348725396874,0.032353820881060806,0.11987260529661889,0.6874255120404312,0.5501919984817505,0.7902198933108678,0.6219064593315125,0.13217874639713134,-0.042101167142391205,0.0,0.0,0.5,timeout
2,59.95531722599844,29.613999999999976,6.245426837154984,6.306282912458607,0.12084362524186666,0.032277209989892044,0.12084362524186666,0.6884362610820609,0.5520838499069214,0.7919618329782595,0.624468982219696,0.13475112538513553,-0.041192054748535156,0.0,0.0,0.5,timeout
3,60.04192999799852,30.327999999999975,6.389515117291161,6.45749579804266,0.12008856515881904,0.03401719313124347,0.12120684522662324,0.684414526919719,0.5502932071685791,0.7889942969460852,0.6248184442520142,0.13026550988902746,-0.04212689399719238,0.00196078431372549,0.0058823529411764705,0.49901960784313726,timeout
