trial,t_wall,t_sim,x,y,yaw,linear_x,angular_z,confidence,width,safety_margin,obstacle,center_points
1,0.1108298319959431,0.17000000000001592,9.509101241491312e-06,1.1748332033615441e-07,1.8464784047340981e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,0.21300039899506373,0.27199999999999136,1.010353322465846e-05,1.1799127402291696e-07,1.8532245857620538e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,0.3149556899952586,0.3739999999999668,1.0697965210624584e-05,1.1849922840231303e-07,1.8599707674959166e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,0.41717087299912237,0.4759999999999991,1.1292397199446063e-05,1.1900718344844108e-07,1.866716942679674e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,0.5190285029966617,0.5779999999999745,1.18868291910431e-05,1.1951513914035976e-07,1.8734631132736283e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,0.6215573359950213,0.6800000000000068,1.2481261185453858e-05,1.2002309552539364e-07,1.8802092823387428e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,0.7235537949964055,0.7819999999999823,1.3075693182609382e-05,1.2053105255489032e-07,1.8869554539263286e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,0.8256979609941482,0.8840000000000146,1.367012518249406e-05,1.2103901025543693e-07,1.8937016191740374e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,0.9277986509987386,0.98599999999999,1.4264557185107458e-05,1.2154696869343603e-07,1.9004477836270768e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.0298005269942223,1.0879999999999654,1.4858989190450877e-05,1.2205492770374334e-07,1.9071939400065608e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.1318653130001621,1.1899999999999977,1.5453421198484852e-05,1.2256288740216587e-07,1.9139400956662955e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.2339697879942833,1.2919999999999732,1.6047853209240175e-05,1.230708477646754e-07,1.9206862530283896e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.3359754159973818,1.3940000000000055,1.6642285222683018e-05,1.2357880880235044e-07,1.9274324040082676e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.4380725199953304,1.495999999999981,1.7236717238842438e-05,1.2408677049557606e-07,1.9341785581020535e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.5400162679943605,1.5980000000000132,1.7831149257641673e-05,1.2459473284225255e-07,1.940924708538587e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.6422246989968698,1.6999999999999886,1.842558127911802e-05,1.251026959036214e-07,1.947670853352395e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.7444729689959786,1.802000000000021,1.90200133032125e-05,1.2561065950927367e-07,1.954416999589538e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.8468274679980823,1.9039999999999964,1.961444533000404e-05,1.2611862382991185e-07,1.9611631444764644e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,1.948792572999082,2.005999999999972,2.020887735942542e-05,1.2662658880999254e-07,1.967909287445884e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.050814566995541,2.108000000000004,2.0803309391466667e-05,1.271345544650076e-07,1.9746554278871725e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.1529547659956734,2.2099999999999795,2.1397741426105663e-05,1.276425207990342e-07,1.9814015605661397e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.2550154749987996,2.312000000000012,2.1992173463344575e-05,1.2815048772201452e-07,1.9881476923246015e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.357401563000167,2.4139999999999873,2.2586605503208124e-05,1.2865845528971684e-07,1.994893821059853e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.4594719749948126,2.5160000000000196,2.318103754560437e-05,1.2916642352602086e-07,2.0016399515484644e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.5646536049971473,2.617999999999995,2.3775469590599663e-05,1.2967439245493355e-07,2.0083860834339806e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.6647202989988727,2.7199999999999704,2.4369901638167553e-05,1.3018236198371975e-07,2.015132204936033e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.7661372519942233,2.8220000000000027,2.4964333688213495e-05,1.3069033218407588e-07,2.0218783268778084e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.8681727739967755,2.923999999999978,2.5558765740820756e-05,1.3119830301922823e-07,2.028624444458781e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,2.970118373996229,3.0260000000000105,2.6153197796012755e-05,1.3170627444221117e-07,2.0353705654206985e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.071994358993834,3.127999999999986,2.674762985375393e-05,1.322142465846988e-07,2.0421166864818518e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.1740811839990783,3.230000000000018,2.734206191396969e-05,1.3272221937211842e-07,2.048862802954772e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.275967696994485,3.3319999999999936,2.7936493976698194e-05,1.3323019279626454e-07,2.0556089154068064e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.378048880993447,3.433999999999969,2.8530926041922533e-05,1.3373816685404402e-07,2.0623550217491118e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.480407622999337,3.5360000000000014,2.912535810962319e-05,1.3424614151797008e-07,2.0691011294319083e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.5827326660000836,3.637999999999977,2.971979017977024e-05,1.34754116850862e-07,2.0758472379560936e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.6848864189960295,3.740000000000009,3.031422225237279e-05,1.3526209282477697e-07,2.082593344235016e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.786963032995118,3.8419999999999845,3.0908654327397016e-05,1.357700694124689e-07,2.0893394470444063e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.8889528529980453,3.944000000000017,3.1503086404953504e-05,1.3627804666123471e-07,2.0960855469045134e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,3.992947237995395,4.045999999999992,3.209751848491562e-05,1.367860245320843e-07,2.1028316370512977e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,4.093898150000314,4.147999999999968,3.269195056729377e-05,1.372940029952614e-07,2.109577730273633e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,4.195499253997696,4.25,3.328638265210834e-05,1.378019821471159e-07,2.116323821475959e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,4.297596866999811,4.351999999999975,3.3880814739354996e-05,1.3830996189452094e-07,2.1230699156587838e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,4.399576511998021,4.454000000000008,3.4475246828920975e-05,1.388179423267843e-07,2.1298160044694265e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,4.501806571999623,4.555999999999983,3.5069678920920336e-05,1.3932592332000576e-07,2.1365620888376488e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,4.603768314998888,4.6580000000000155,3.566411101525767e-05,1.398339049880613e-07,2.1433081750020267e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,4.70586981499946,4.759999999999991,3.62585431120362e-05,1.4034188726566885e-07,2.150054256264246e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,4.807878509993316,4.861999999999966,3.685297521110456e-05,1.4084987014938651e-07,2.156800340777422e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,4.909967793995747,4.963999999999999,3.744740731259806e-05,1.413578537346584e-07,2.1635464218868244e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.011958492999838,5.065999999999974,3.8041839416416093e-05,1.4186583786252378e-07,2.1702924962989783e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.113975971995387,5.168000000000006,3.8636271522576e-05,1.423738226330352e-07,2.1770385725036998e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.216041558996949,5.269999999999982,3.923070363106521e-05,1.4288180807026968e-07,2.1837846409666625e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.318327279994264,5.372000000000014,3.982513574181997e-05,1.4338979409351668e-07,2.190530711444455e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.420639714997378,5.4739999999999895,4.041956785487237e-05,1.43897780791477e-07,2.197276778829848e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.522711052995874,5.575999999999965,4.1013999970145217e-05,1.444057680319916e-07,2.2040228480018725e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.624962267997034,5.677999999999997,4.1608432087812414e-05,1.4491375591507347e-07,2.2107689136882392e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.7269622169988,5.779999999999973,4.220286420774646e-05,1.4542174442149068e-07,2.217514976738404e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.828980299993418,5.882000000000005,4.2797296329929145e-05,1.4592973353991063e-07,2.2242610336407314e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,5.9309501009993255,5.9839999999999804,4.3391728454391255e-05,1.4643772327043634e-07,2.231007092905035e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.032999436996761,6.086000000000013,4.398616058114667e-05,1.4694571365822114e-07,2.2377531495431597e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.13495007599704,6.187999999999988,4.458059271016416e-05,1.4745370460327841e-07,2.2444992036959775e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.23764224799379,6.2900000000000205,4.517502484141468e-05,1.4796169624334237e-07,2.251245259120507e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.339746186000411,6.391999999999996,4.5769456974835334e-05,1.4846968841563095e-07,2.2579913086257123e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.441694164997898,6.493999999999971,4.636388911046993e-05,1.489776812661991e-07,2.2647373588892745e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.543863186998351,6.596000000000004,4.695832124828074e-05,1.4948567470164612e-07,2.2714834067047711e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.645800375998078,6.697999999999979,4.755275338834235e-05,1.4999366871807965e-07,2.278229451259079e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.747850405998179,6.800000000000011,4.814718553052466e-05,1.505016633502267e-07,2.2849754921923583e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.8499810279972735,6.901999999999987,4.874161767498726e-05,1.5100965855318338e-07,2.2917215330707878e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,6.951955802993325,7.004000000000019,4.933604982151809e-05,1.5151765443041964e-07,2.2984675728436995e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,7.054097264997836,7.1059999999999945,4.9930481970303624e-05,1.5202565088110772e-07,2.3052136084035792e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,7.1560918879986275,7.20799999999997,5.052491412118514e-05,1.5253364795730928e-07,2.311959644401545e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,7.258552643994335,7.310000000000002,5.111934627430445e-05,1.530416456481664e-07,2.3187056779205775e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,7.3608120899953065,7.411999999999978,5.1713778429470295e-05,1.5354964388415596e-07,2.3254517084385523e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,7.46289888699539,7.51400000000001,5.2308210586856155e-05,1.5405764278378787e-07,2.3321977405868095e-07,0.0,0.0,0.0,0.0,0.0,False,0
1,7.564867339999182,7.6159999999999854,5.290264274629376e-05,1.54565642242773e-07,2.3389437722823709e-07,0.0,0.0,0.0,0.0,0.0,False,0
