trial,duration_wall,duration_sim,distance,final_x,final_y,mean_abs_y,max_abs_y,mean_confidence,min_confidence,mean_width,min_width,mean_safety_margin,min_safety_margin,centerline_loss_ratio,obstacle_ratio,mean_speed_cmd,end_reason
1,170.05453456100076,48.212000000000444,6.462647547009027,6.448221113392321,0.11074656176682368,0.061587725864259285,0.11074715969673318,0.7706681256588517,0.5228724479675293,0.4444168912866057,0.3611502945423126,0.025240679232585328,9.654462337493896e-05,0.01694915254237288,0.8885267275097783,0.2789843650721764,centerline_lost_or_stopped
2,171.7253828130015,49.23199999999997,6.489881598879444,6.449092064862365,0.11301984926932714,0.0639975378202638,0.1130199430505574,0.7711018856792687,0.5206958055496216,0.4487811703748996,0.3576536774635315,0.026218337257209363,5.5596232414245605e-05,0.012911555842479019,0.881213686249193,0.28216237632470875,centerline_lost_or_stopped
3,167.79457473100047,48.347999999999956,6.488528447468118,6.453202428216832,0.11234122711390675,0.06347989085989014,0.11234225049701756,0.7682551629791053,0.5181304216384888,0.445845816480486,0.3588438332080841,0.025543639614836248,0.0002936720848083496,0.013315579227696404,0.8874833555259654,0.28034160821391463,centerline_lost_or_stopped
4,170.89642221100075,49.02800000000025,6.491638353249769,6.451034864883822,0.1123083331086634,0.06583220612132426,0.11826559151503595,0.770100001314907,0.5206441879272461,0.4482543454839001,0.3654697835445404,0.025418021298688035,2.726912498474121e-05,0.013089005235602094,0.8867801047120419,0.27996436023151483,centerline_lost_or_stopped
5,171.53230739900027,48.7559999999994,6.476223969579104,6.4475483771579745,0.11137890531998894,0.06216147401087633,0.11137894570171773,0.7695532669370966,0.5247930884361267,0.44579897897739623,0.3597128093242645,0.025190580915720417,0.00011146068572998047,0.012250161186331399,0.8891038039974211,0.2803388127332762,centerline_lost_or_stopped
